id,Product_name,Rating,maincateg,platform,price1,Price,Discount,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,EffectivePrice
17060,Boots For Women  (Tan),4.1,Women,Flipkart,379,999,62.06,2077,360,1148,463,225,81,160,1,379.02058593749996
17664,Women Black Wedges Sandal,4.0,Women,Flipkart,499,999,50.05,40,7,17,12,6,4,1,0,499.0005078125
9385,Slippers,3.7,Men,Flipkart,179,499,64.13,256,31,119,52,21,26,38,0,178.99130859374998
20952,Bouncer Light Weight Economy Cricket Shoes Rubber Studs Cricket Shoes For Men Cricket Shoes For Men  (Blue),4.2,Men,Flipkart,695,699,0.57,1218,193,683,268,127,57,83,1,695.0157000732422
10745,Black Lace Up Shoes Derby For Women  (Black),1.2,Women,Flipkart,980,1999,50.98,5,0,0,0,0,1,4,0,979.90984375
7523,Jutis For Men  (Black),3.6,Men,Flipkart,749,999,25.03,10,1,5,1,1,1,2,0,748.95029296875
7077,ADILETTE AQUA Flip Flops,4.3,Men,Flipkart,959,1999,52.03,219,27,148,32,18,5,16,1,958.9203124999999
14630,Hip Hop Mid Perf IDP Running Shoes For Men  (Blue),4.3,Men,Flipkart,2099,3499,40.01,,,,21,13,8,16,1,2099.0501562500003
11427,Training & Gym Shoes For Women  (Black),4.4,Women,Flipkart,3180,5295,39.94,16,1,9,5,1,1,0,1,3180.17703125
10184,Slides,4.2,Women,Flipkart,309,499,38.08,258,37,149,61,23,8,17,0,308.98078125
16361,Sneakers For Women And Girls Sneakers For Women  (Grey),4.1,Women,Flipkart,475,999,52.45,704,98,389,152,75,35,53,1,475.02449218749996
19716,Faux Leather Fancy Nagra Juti Jutis For Men  (Tan),3.9,Men,Flipkart,412,999,58.76,145,27,70,24,29,7,15,0,411.98761718749995
12031,Slides,4.1,Men,Flipkart,299,499,40.08,628,59,384,78,53,45,68,0,299.00078125
18323,Women Black Heels Sandal,4.3,Women,Flipkart,425,499,14.83,139,29,94,21,8,5,11,1,424.99830078125
6081,Jutis For Women  (Grey),4.0,Women,Flipkart,222,999,77.78,588,100,293,132,68,34,61,1,221.97781250000003
10717,Women Black Flats Sandal,4.1,Women,Flipkart,579,999,42.04,343,53,190,80,27,15,31,1,579.020390625
19924,Nag Juti Jutis For Women  (Pink),4.0,Women,Flipkart,253,599,57.76,2186,261,1203,343,264,142,234,1,253.01761718749998
812,HONOR Running Shoes For Men  (Black),4.0,Men,Flipkart,1584,1604,11.77,627,90,207,60,98,25,67,1,1415.20919921875
10220,Women Black Flats Sandal,3.8,Women,Flipkart,261,799,67.33,679,53,312,140,104,54,69,0,261.03328124999996
15338,Slides,3.6,Men,Flipkart,284,699,59.37,202,16,78,37,34,25,28,0,284.0037109375
14583,Red & Cream Wedding For Women  (Red),3.8,Women,Flipkart,494,900,45.11,348,49,161,71,48,25,43,0,494.01
12625,Women Pink Wedges Sandal,4.4,Women,Flipkart,489,1099,55.51,33,3,23,5,4,0,2,0,488.94511718750005
7762,Sneakers For Men  (Blue),3.9,Men,Flipkart,379,499,24.05,9836,1201,5233,1462,1141,667,1333,1,378.9905078125
17978,Black Mesh Perfect Stylish Girls Dancing/Sports/Sneakers For Women Running Shoes For Women  (Black),4.1,Women,Flipkart,571,999,42.84,759,116,401,187,87,38,46,1,571.0283984375001
13776,Lace Up For Men  (Tan),3.7,Men,Flipkart,901,2249,59.94,1075,162,423,252,180,59,161,1,900.9493749999999
20125,Casuals For Men  (Black),3.7,Men,Flipkart,394,999,60.56,44,8,20,9,3,6,6,0,394.0055859375
12131,Women Multicolor Flats Sandal,4.1,Women,Flipkart,499,550,9.27,593,82,296,159,58,34,46,1,499.0149951171875
12361,Leather Casual Stylish Look Boots Shoes Boots For Women  (Black),4.3,Women,Flipkart,395,999,60.46,2484,394,1541,461,248,73,164,1,395.004609375
6073,Canvas Shoes For Men  (Navy),3.7,Men,Flipkart,399,999,60.06,282,34,134,48,29,25,46,1,399.0005859375
18088,"Women Black, Gold Flats Sandal",3.9,Women,Flipkart,160,499,67.94,,266,,,,158,291,1,159.979375
3316,Classy Stylish Ayasa Sneakers Casuals For Men  (Orange),3.9,Men,Flipkart,389,1999,80.54,1193,133,675,170,110,89,149,1,389.00531249999995
5378,Slip On For Women  (Black),4.3,Women,Flipkart,549,999,45.05,8,2,4,3,0,1,0,0,548.9505078125001
8441,Men Black Sandal,4.0,Men,Flipkart,570,2999,80.99,312,45,148,81,42,11,30,1,570.1100000000001
6657,Slides,4.0,,Flipkart,220,599,63.27,,59,,129,,31,51,0,220.0126953125
2445,ARGO TREK 19 Hiking & Trekking Shoes For Men  (Green),4.3,Men,Flipkart,1999,3999,50.01,634,86,377,160,50,14,33,1,1999.10015625
5808,"BOBS PLUSH - KITTY JAM Casuals For Women  (Grey, White, Blue)",3.9,Women,Flipkart,1650,3299,49.98,11,1,6,1,2,1,1,1,1650.15984375
17400,COURTKING2 Badminton Shoes For Men  (Blue),4.3,Men,Flipkart,1253,1790,30.0,18076,2488,10096,5178,1619,449,734,1,1253.0
14324,Boots For Women  (Tan),4.1,Women,Flipkart,699,1000,30.1,314,41,173,53,32,13,32,0,699.0
20251,"Men's Stylish Loafers For Men  (Tan, Blue)",3.9,Men,Flipkart,315,499,36.87,3659,458,1958,576,445,234,446,1,315.01871093750003
7783,Slides,4.4,Women,Flipkart,463,799,42.05,5,1,3,1,1,0,0,0,463.0205078125
11975,Black Women Home| Girls Casual Chappals| Bathroom Footwear| Perfect Flipflops For Daily Wear| Walking Sleepers Slides,3.8,Women,Flipkart,299,499,40.08,11,0,6,2,0,1,2,0,299.00078125
8769,Women Multicolor Flats Sandal,3.7,Women,Flipkart,316,999,68.37,181,28,90,23,25,13,29,1,315.983671875
17824,Lace Up For Men  (Black),4.0,Men,Flipkart,799,999,20.02,52,6,24,15,7,3,3,1,799.0001953125
14989,Lightweight Faux Leather Oxford Police Boots Shoes Lace Up For Men  (Brown),4.2,Men,Flipkart,699,2149,67.47,51,7,30,12,3,2,4,0,699.0696875000001
12987,Training & Gym Shoes Training & Gym Shoes For Men  (Multicolor),4.1,Men,Flipkart,379,999,62.06,415,58,256,46,41,22,50,0,379.02058593749996
337,Mojaris For Men  (Black),3.1,Men,Flipkart,401,817,60.06,8,0,2,3,4,4,3,0,326.3098046875
8434,Party Wear For Men  (Beige),4.3,Men,Flipkart,474,999,52.55,32,4,22,2,4,2,2,1,474.0255078125
9364,Slip On For Men  (Black),3.4,Men,Flipkart,399,999,60.06,23,3,11,3,1,1,7,0,399.0005859375
12455,Men's Black Shoes Shining Shoes for men Partywear shoes Oxford For Men  (Black),4.2,Men,Flipkart,460,999,53.95,416,56,234,87,48,21,26,0,460.03949218749995
15595,"88 Running Shoes For Women  (Purple, Pink)",4.3,Women,Flipkart,819,999,18.02,5646,828,3019,1729,529,151,218,1,818.9801953125
1995,Slip On For Men  (Black),4.3,Men,Flipkart,474,999,52.55,23,1,12,6,4,1,0,0,474.0255078125
20490,Jutis For Men  (Black),4.3,Men,Flipkart,289,599,51.75,6,1,3,2,1,0,0,0,289.0175
19005,Original Training & Gym Shoes For Men  (Brown),3.9,Men,Flipkart,474,1499,68.38,1341,178,689,242,166,74,170,1,473.98382812499995
16704,Women Brown Wedges Sandal,4.2,Women,Flipkart,201,249,19.28,295,35,148,87,36,10,14,1,200.9927978515625
2726,Women Black Bellies Sandal,4.2,Women,Flipkart,499,999,50.05,25,5,16,4,1,1,3,0,499.0005078125
14869,Girls Stylish Casual Sports Shoe Sneakers For Women  (White),4.3,Women,Flipkart,699,999,30.03,787,133,478,182,78,15,34,1,699.00029296875
11446,Mojaris For Men  (Black),4.2,Men,Flipkart,597,699,14.59,9,2,6,1,1,0,1,0,597.0158984375
11021,"Men's Brown Height Increasing Faux Leather Jutti, Nagra And Mojari Jutis For Men  (Brown)",3.7,Men,Flipkart,725,2999,75.83,22,5,11,1,5,3,2,1,724.8582812499999
3524,Women Off White Flats Sandal,4.2,Women,Flipkart,302,999,69.77,202,24,112,56,13,7,14,0,301.99773437500005
19721,Jutis For Women  (Black),4.2,Women,Flipkart,219,499,56.11,165,13,94,33,18,9,11,0,219.01109375
14437,Men's Faux Leather Height Increasing Casual Traditional Punjabi Jutti White Color Shoes Jutis For Men  (White),3.9,Men,Flipkart,765,2999,74.49,459,86,228,97,53,22,59,1,765.0450000000001
18889,Flip Flops,4.4,Women,Flipkart,190,199,4.52,213,24,129,58,19,4,3,1,190.0052001953125
11462,"Walking Shoes For Men  (Black, Grey)",4.0,Men,Flipkart,499,599,16.69,24657,3554,12484,5813,3195,1197,1968,1,499.02689453125
10207,Bellies For Women  (Red),3.9,Women,Flipkart,599,999,40.04,98,11,45,24,12,4,13,0,599.000390625
209,Men Synthetic Leather Chappal (Camel) Slippers,3.6,Men,Flipkart,364,1036,60.11,16357,2040,3511,3110,3088,584,2599,1,413.260390625
7372,Women Silver Heels Sandal,3.5,Women,Flipkart,525,1199,56.21,22,3,6,7,3,3,3,0,525.042109375
11985,RS 2.0 Mono Metal Wn s Casuals For Women  (Black),5.0,Women,Flipkart,3810,6999,45.56,6,2,6,0,0,0,0,1,3810.255625
20008,Athleisure Range Ankle Sports Walking Shoes For Women  (White),4.3,Women,Flipkart,1708,5695,70.01,775,95,486,164,50,21,54,1,1707.9303125000001
13215,Women Maroon Heels Sandal,4.2,Women,Flipkart,1999,4495,55.53,11,4,6,2,2,1,0,0,1998.9265624999998
3480,Mojaris For Men  (Brown),4.2,Men,Flipkart,427,999,57.26,321,48,192,62,34,17,16,1,426.97261718749996
9352,Walking Shoes For Men  (Yellow),4.0,Men,Flipkart,474,999,52.55,372,61,203,62,38,25,44,1,474.0255078125
17483,Ontario IDP Sneakers For Men  (Blue),4.0,Men,Flipkart,1499,2999,50.02,1565,188,796,361,154,79,175,1,1498.90015625
18476,CONCUESTER Running Shoes For Men  (Blue),4.3,Men,Flipkart,1800,3599,49.99,240,38,145,65,11,7,12,1,1799.85984375
11492,Women Black Heels Sandal,3.8,Women,Flipkart,155,999,84.48,362,37,190,51,39,28,54,1,155.04476562499997
10267,Slides,3.5,Men,Flipkart,240,999,75.98,965,136,424,140,115,80,206,1,239.95976562500005
1315,Women's Combo pack of 2 Sneakers For Women  (Multicolor),4.1,Women,Flipkart,527,798,33.96,19234,3094,9576,4868,2617,894,1279,1,526.9991992187499
287,Boots For Women  (Pink),4.1,Women,Flipkart,330,1130,62.16,,151,,,3,10,83,0,427.59203125
14519,Navy & Grey Color Men's Hawai (Pack of 2) Slippers,4.0,Men,Flipkart,279,1198,76.71,263,39,137,55,32,17,22,0,279.01421875000005
10361,Slippers,3.5,Men,Flipkart,299,799,62.58,520,70,204,95,69,47,105,0,298.98578125
14981,Running Shoes For Men  (Blue),4.0,Men,Flipkart,555,999,44.44,13201,1769,6488,2909,1855,733,1216,1,555.0444140625
15501,Derby For Men  (Black),4.3,Men,Flipkart,1549,4299,63.97,168,35,93,43,21,3,8,0,1548.9296875
1459,Men Black Sandal,3.7,Men,Flipkart,496,1999,75.19,448,49,194,91,63,32,68,0,495.951875
15520,Trending White Dailyuse Flip Flops Non-Slip Healthy Flip Flop for Men Slippers,3.8,Men,Flipkart,165,499,66.93,128,20,63,24,12,11,18,0,165.019296875
379,Women Black Heels Sandal,3.9,Women,Flipkart,576,1142,40.04,387,66,155,60,34,23,56,1,684.743203125
15946,Ethnic II Men's Ethnic Juti/Jutti/Mojdi II Jutis For Men  (Gold),4.4,Men,Flipkart,280,799,64.96,48,4,29,15,1,0,3,0,279.969609375
7797,Sports Mesh Running Shoes For Women  (Green),4.0,Women,Flipkart,756,899,15.91,937,130,448,257,101,42,89,1,755.9691015625
406,Flip Flops,2.8,Women,Flipkart,420,1156,52.55,10,1,2,4,3,5,2,0,548.5219921875
3625,Women Gold Flats Sandal,4.6,Women,Flipkart,599,999,40.04,15,0,10,4,0,0,0,1,599.000390625
948,"Running,Walking, Sports, Gym & Fitness Shoes for Girls Running Shoes For Women  (Pink)",4.2,Women,Flipkart,384,844,54.05,1602,214,998,355,94,3,134,0,387.8180078125
6949,Slides,4.1,Men,Flipkart,299,499,40.08,628,59,384,78,53,45,68,0,299.00078125
7715,Sneakers For Women  (Yellow),4.3,Women,Flipkart,979,999,2.0,152,26,102,24,8,8,10,0,979.02
6603,Mojaris For Women  (Multicolor),3.8,Women,Flipkart,194,799,75.72,156,28,74,31,23,8,20,0,193.9971875
3917,"sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men<U+FFFD> Sneakers For Men  (Black)",4.1,Men,Flipkart,379,999,62.06,30687,3748,17616,5205,3257,1716,2893,1,379.02058593749996
1391,Women Pink Flats Sandal,4.0,Women,Flipkart,699,999,30.03,116,16,49,37,17,5,8,0,699.00029296875
18390,Bellies For Women  (Black),3.9,Women,Flipkart,288,499,42.28,895,111,491,126,100,66,112,1,288.0228125
9212,Walking Shoes For Men  (Blue),3.8,Men,Flipkart,599,2499,76.03,19,2,0,0,0,0,0,0,599.0103125
858,"Bullet-02 Walking Shoes For Men  (Grey, Green)",4.0,Men,Flipkart,413,489,16.69,15421,2454,10806,2176,2088,429,731,1,407.38589843750003
7620,high top Sneakers for men High Tops For Men  (Orange),4.1,Men,Flipkart,450,999,54.96,15636,1738,9462,2262,1517,797,1598,1,449.949609375
10330,Women Black Heels Sandal,4.0,Women,Flipkart,597,1499,60.17,350,48,191,66,49,26,24,1,597.05171875
616,Boots For Women  (Black),3.4,Women,Flipkart,368,1313,67.74,5,1,3,2,5,4,4,0,423.573828125
14472,Karans Mens Brown Leather Jutti Jutis For Men  (Brown),2.7,Men,Flipkart,699,999,30.03,3,0,1,0,0,1,1,0,699.00029296875
6715,Men Brown Sandal,3.9,Men,Flipkart,750,1499,49.97,76,12,35,17,11,4,9,1,749.9496875
13854,Navy blue Women Home| Girls Casual Chappals| Bathroom Footwear| Perfect Flipflops For Daily Wear| Walking Sleepers Slides,3.7,Women,Flipkart,299,499,40.08,6,0,4,1,3,2,0,0,299.00078125
2192,"Rajasthani Jaipuri Partywear Ethnic Womens Girls Ladies Shoe Jutis Jutis For Women  (White, Gold)",4.1,Women,Flipkart,265,499,46.89,127,13,79,15,12,6,15,1,265.01890625
10948,White Sneakers Sneakers For Men  (White),4.0,Men,Flipkart,348,999,65.17,25666,3706,13510,4690,3251,1417,2798,1,347.95171875000005
6334,Men Tan Sandal,4.2,Men,Flipkart,862,999,13.71,35,5,20,8,3,1,3,1,862.037099609375
17577,Hustle XT Running Shoes For Men  (Black),4.2,Men,Flipkart,2399,3999,40.01,318,48,197,61,21,13,26,1,2399.00015625
9655,Amazon Brand - House & Shields Men's Canvas Sneakers,4.1,Men,Amazon,399,399,0.0,50,27,9,3,9,24,55,0,399.0
1449,Perfect Stylish Girls Casual Shoes Sneakers For Women  (White),3.9,,Flipkart,399,999,60.06,,,,,174,77,146,0,399.0005859375
17182,"Women Grey, Beige Heels Sandal",4.1,Women,Flipkart,368,1299,71.67,102,16,48,25,19,0,7,1,368.00671875
19915,"Men Brown, Tan Sandal",4.3,Men,Flipkart,683,899,24.03,,1,3,4,1,0,0,0,682.97029296875
63,"Angel-04 Casual sneakers for ladies | sports shoes for women | Running shoes for girls stylish latest design new fashion | Lace up Lightweight grey shoes for jogging, walking, gym & party Walking Shoes For Women  (Grey)",4.1,Women,Flipkart,702,1152,35.04,6217,992,4434,994,282,160,347,1,748.3391796875001
3360,"COURTKING2 Badminton Shoes For Men  (Red, Black)",4.3,Men,Flipkart,1253,1790,30.0,,2488,,5178,1619,449,734,1,1253.0
6144,Boots For Women  (Tan),5.0,Women,Flipkart,699,1999,65.03,4,1,4,0,0,0,0,0,699.0503125
18147,Boxer-303 Sneakers For Men  (Black),3.8,Men,Flipkart,284,499,43.09,111363,15466,54273,17041,15575,8435,16039,1,283.9808984375
7418,Men Tan Casual Sandal,4.2,Men,Flipkart,630,749,15.89,18326,2518,10038,4554,1930,663,1141,1,629.983896484375
6230,Women Brown Heels Sandal,4.2,Women,Flipkart,425,499,14.83,72,15,44,12,7,3,6,0,424.99830078125
3909,Running Shoes For Men (Multicolor) Walking Shoes For Men  (Multicolor),4.0,Men,Flipkart,399,1499,73.38,150,21,87,16,20,16,11,1,399.0338281249999
8624,Men Tan Sandal,3.1,Men,Flipkart,854,2495,65.77,153,21,54,13,21,19,46,0,854.03859375
16640,Fit-Man 104 Slip On Sneakers For Men  (Blue),3.8,Men,Flipkart,199,1299,84.68,1668,228,821,294,228,121,204,0,199.00679687499996
19118,Women Pink Flats Sandal,4.3,Women,Flipkart,630,1295,51.35,100,11,56,29,9,3,4,1,630.0175
14345,Men Grey Sports Sandal,4.2,Men,Flipkart,924,2199,57.98,1973,238,1021,564,230,64,94,1,924.0198437500001
5953,Casual Light Weight Lace-up Sneakers Sneakers For Men (black) Sneakers For Men  (Black),4.0,Men,Flipkart,398,999,60.16,3102,455,1762,506,333,152,349,1,398.0016015625
5805,Jutis For Women  (Maroon),4.0,Women,Flipkart,189,499,62.12,61,4,34,8,9,4,6,0,189.02121093749997
11663,REEBOK STARK FLIP LP Flip Flops,4.0,Men,Flipkart,727,1399,48.03,371,46,194,80,35,24,38,1,727.0603125
3440,Jutis For Men  (Maroon),3.5,Men,Flipkart,499,999,50.05,4,2,1,1,1,1,0,0,499.0005078125
2173,Sneakers For Men  (Tan),4.0,Men,Flipkart,569,1299,56.2,1230,198,644,232,166,64,124,1,568.961953125
16388,Stylish & Fashionable Slip-on 0.5 Inch. Bellies For Women  (Pink),4.2,Women,Flipkart,349,699,50.07,186,29,105,39,20,12,10,0,349.010703125
4413,Walking Shoes For Men  (Black),4.2,Men,Flipkart,299,499,40.08,69,7,44,11,4,5,5,0,299.00078125
3599,Women Tan Heels Sandal,4.9,Women,Flipkart,2801,3999,29.96,7,3,6,1,0,0,0,1,2800.899609375
18823,Men White Sandal,4.3,Men,Flipkart,2271,3495,35.02,687,82,466,117,34,14,56,0,2271.051015625
12805,Oxford For Men  (Tan),4.3,Men,Flipkart,2076,2595,20.0,348,69,213,83,28,4,20,1,2076.0
20071,Sparx Women SL-120 Casual Shoes,4.1,Women,Amazon,494,549,10.02,131,42,7,5,9,25,54,0,493.9901953125
15079,Flip Flops,4.2,Women,Flipkart,299,699,57.22,15,5,8,4,2,0,1,1,299.0321875
14706,Women Blue Wedges Sandal,4.1,Women,Flipkart,474,999,52.55,1027,178,563,228,108,49,79,1,474.0255078125
19149,Slides,3.9,Women,Flipkart,292,999,70.77,40,6,21,6,6,1,6,0,292.00773437500004
9999,Men Brown Sandal,4.1,Men,Flipkart,445,999,55.46,15,4,6,6,2,1,0,0,444.954609375
20410,"Bellies Jutis For Women  (Blue, Gold)",3.8,Women,Flipkart,290,499,41.88,57,6,26,16,3,2,10,0,290.0187890625
3434,Mellow IDP Slippers,4.3,Men,Flipkart,1047,1499,30.15,222,19,141,40,24,7,10,1,1047.0515234375
7357,"Boots, Outdoors, Boat Shoes Casuals For Men  (Tan)",3.9,Men,Flipkart,499,999,50.05,36347,5290,18111,6424,4830,2394,4588,1,499.0005078125
7223,Nagra for Men ( Black 09 ) Jutis For Men  (Black),4.2,Men,Flipkart,474,999,52.55,196,29,106,46,25,6,13,0,474.0255078125
5592,Women Black Heels Sandal,4.0,Women,Flipkart,399,699,42.92,10112,1634,5092,2432,1281,476,831,1,398.98921875
20465,Casuals For Women  (Grey),4.2,Women,Flipkart,208,599,65.28,55,8,29,13,7,1,4,0,207.97281249999997
7588,Women Black Heels Sandal,4.2,Women,Flipkart,499,599,16.69,4809,875,2874,914,441,216,364,1,499.02689453125
7794,Slippers,3.7,Women,Flipkart,187,499,62.53,19,3,10,3,1,1,3,0,186.97531249999997
20399,Women Black Wedges Sandal,4.1,Women,Flipkart,499,999,50.05,1900,303,1020,437,197,90,156,1,499.0005078125
7283,Slip On For Men  (Tan),3.9,Men,Flipkart,549,999,45.05,318,50,169,57,34,17,41,1,548.9505078125001
9269,Designer belly Jutis For Women  (Red),3.8,Women,Flipkart,279,499,44.09,30,1,15,3,6,3,3,0,278.9908984375
12521,Women Black Wedges Sandal,4.3,Women,Flipkart,1456,1995,27.02,135,25,86,26,10,3,10,1,1455.9509765625
13947,Women Blue Wedges Sandal,3.9,Women,Flipkart,319,1299,75.44,27,4,17,2,1,2,5,0,319.03437499999995
18166,Boots For Women  (Black),4.3,Women,Flipkart,394,999,60.56,6267,1237,3876,1261,566,202,362,0,394.0055859375
14801,Casuals For Men  (Black),4.1,Men,Flipkart,426,999,57.36,4671,657,2510,1084,544,200,333,1,425.97359374999996
6356,Training & Gym Shoes For Men  (Black),3.9,Men,Flipkart,379,999,62.06,8906,28,4829,1273,958,591,1255,1,379.02058593749996
2182,Women Off White Flats Sandal,4.1,Women,Flipkart,316,999,68.37,323,52,177,58,50,14,24,1,315.983671875
1319,Jutis For Women  (Black),3.8,Women,Flipkart,148,599,75.29,16,0,9,2,1,1,3,0,148.012890625
20289,FITMAN Slip On Sneakers For Men  (Multicolor),3.8,Men,Flipkart,227,1299,82.53,1668,228,821,294,228,121,204,0,226.9353125
5748,Women Purple Flats Sandal,4.1,Women,Flipkart,197,219,10.05,1045,179,538,250,143,41,73,1,196.99050048828124
418,Combo Pack of 4 Casual Loafer Sneakers Shoes Casuals For Men  (Multicolor),4.1,Men,Flipkart,524,1927,70.99,8661,1207,8672,1793,820,475,164,1,559.0228125000001
13225,"Women Tan, Black Sports Sandal",3.6,Women,Flipkart,584,1299,55.04,12,3,4,3,3,0,2,1,584.030390625
1658,"Inklenzo Men's Mesh Quality Black Running Sports Walking Casual Sneakers Shoes Size 6,7,8,9,10",3.4,Men,Amazon,379,599,36.73,293,82,25,7,12,17,39,0,378.9873046875
15037,"WNDR-13 Grey Pink Walking Shoes,Gym Shoes,Casual Shoes,Training Shoes,Sports Shoes, Running For Women  (Pink, Grey)",4.0,Women,Flipkart,524,999,47.55,7853,1142,3630,2046,1130,403,644,1,523.9755078124999
1346,Men Brown Casual Sandal,4.2,Men,Flipkart,495,545,9.17,194,23,107,47,16,11,13,0,495.0235009765625
9191,"Womens Comfort Stylish Trending with colorful Printed Slippers combo (Pack Of 4 pairs) Flip Flops, size 8 Slippers",3.5,Women,Flipkart,244,1099,77.8,810,117,306,126,149,85,144,0,243.97796874999995
5745,"Women's/Ladies/Female/Girls Lightweight Comfortable, Casualwear Black High Ankle Length Lace-Up Boots Boots For Women Boots For Women  (Black)",4.4,Women,Flipkart,525,999,47.45,5,0,3,1,1,0,0,0,524.9744921875
15981,Pack of 02 Pairs Latest Comfort Flip Flops Men's Slipper Slides Slides,3.3,Men,Flipkart,398,998,60.12,244,29,92,38,28,24,62,1,398.002421875
8371,Women Black Wedges Sandal,3.3,Women,Flipkart,314,449,30.07,140,18,54,15,20,14,36,0,313.985703125
14817,Jutis for Women's Jutis For Women  (Brown),3.9,Women,Flipkart,459,549,16.39,63,5,30,16,7,2,9,0,459.01890625
560,"Jutis For Women  (Gold, Black)",4.0,Women,Flipkart,187,385,60.12,2663,366,3360,641,291,166,289,0,153.5380078125
15003,Women Fashion Sneakers Walking Shoes For Women  (Green),4.1,Women,Flipkart,854,1999,57.28,637,84,315,176,73,19,54,1,853.9728124999999
945,ATHLEO Sports Running Shoes For Women  (Purple),4.0,Women,Flipkart,661,929,33.37,69,6,29,22,8,1,5,1,618.99271484375
5563,Boots For Women  (Pink),4.1,Women,Flipkart,379,999,62.06,2077,360,1148,463,225,81,160,1,379.02058593749996
17538,Men Grey Sports Sandal,4.5,Men,Flipkart,1379,2299,40.02,51,7,33,13,3,0,2,1,1378.94015625
3244,DOCTOR EXTRA SOFT Ortho Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Men's and Boy's Flip Flops,4.1,Men,Flipkart,449,799,43.8,6133,818,3254,1549,674,262,394,1,449.0380078125
2286,Stylish Heel Sneakers For Women  (White),4.2,Women,Flipkart,449,999,55.06,431,69,245,102,49,14,21,1,448.9505859375
10530,Premium Oxford Patent Leather White Shining Lace-Up Party Wear Designer Formal Shoes Oxford For Men (Black) Derby For Men  (Black),3.7,Men,Flipkart,495,999,50.45,29,4,13,6,2,4,4,1,495.0044921875
10843,"Sneakers For Men  (Red, White)",4.3,Men,Flipkart,199,499,60.12,32,2,21,4,3,3,1,0,199.0012109375
19710,"Men's Brown Height Increasing Faux Leather Jutti, Nagra And Mojari Jutis For Men  (Brown)",3.7,Men,Flipkart,725,2999,75.83,22,5,11,1,5,3,2,1,724.8582812499999
6841,Jutis For Women  (Green),3.8,Women,Flipkart,199,599,66.78,5,1,3,0,2,0,1,0,198.98781250000002
6305,Men Black Flats Sandal,4.2,Men,Flipkart,2169,2499,13.21,197,26,106,53,15,11,12,1,2168.8821093750003
1557,Slides,4.1,Men,Flipkart,299,499,40.08,628,59,384,78,53,45,68,0,299.00078125
15874,Kraasa Men's Synthetic Leather Sneaker,3.2,Men,Amazon,471,499,5.61,3,2,23,10,17,21,29,0,471.0060986328125
10724,Wedges For Women  (Tan),5.0,Women,Flipkart,346,499,30.66,1,1,1,0,0,0,0,0,346.0066015625
9508,"Combo pack of 2 casual, sneaker and loafer shoes for men Sneakers For Men  (Multicolor)",3.6,Men,Flipkart,498,998,50.1,6056,799,2767,851,860,547,1031,1,498.00203125
1033,Casuals For Men  (White),4.1,Men,Flipkart,407,999,59.26,3877,519,2261,636,414,192,374,0,406.99261718749995
15040,Men Blue Flats Sandal,3.9,Men,Flipkart,1047,1999,47.62,114,12,46,35,16,13,4,1,1047.07625
13712,"Socks Stylish Cricket , Walking Shoes , Light Weight Sports Shoes Running Shoes For Women  (Black)",4.0,Women,Flipkart,499,999,50.05,523,71,258,134,65,22,44,0,499.0005078125
2880,Boots For Women  (White),4.3,Women,Flipkart,499,999,50.05,600,115,368,137,46,16,33,0,499.0005078125
2622,Men Grey Casual Sandal,4.0,Men,Flipkart,569,599,5.01,798,132,382,224,95,42,55,0,568.99009765625
5216,Perfect Stylish Girls High Ankel Boots For Women  (Brown),4.1,Women,Flipkart,379,999,62.06,916,155,496,184,112,43,81,0,379.02058593749996
20671,Women Beige Heels Sandal,3.8,,Flipkart,455,533,14.63,,,337,,88,50,92,0,455.022099609375
7236,Stylish Attractive White Shoes For Men Outdoors For Men  (White),3.6,Men,Flipkart,199,999,80.08,1141,98,568,113,114,104,242,0,199.00078125000005
14289,Slides,4.0,Women,Flipkart,299,999,70.07,748,71,399,152,88,42,67,1,299.000703125
2945,Bellies For Women  (Brown),3.9,Women,Flipkart,278,499,44.29,135,17,74,21,11,16,13,1,277.992890625
8774,Flip Flops,3.1,Men,Flipkart,149,499,70.14,280,21,97,26,37,41,79,0,149.00140625
3343,"Designer Loafers For Men  (Brown, Blue)",4.0,Men,Flipkart,315,499,36.87,5586,579,3308,780,533,321,644,1,315.01871093750003
20772,Slippers,3.8,Women,Flipkart,246,499,50.7,498,53,233,105,59,39,62,1,246.0069921875
10235,Women Yellow Heels Sandal,4.1,Women,Flipkart,597,1499,60.17,356,48,187,66,48,25,24,1,597.05171875
5238,Green Men Home Slides|Boys Casual Chappals| Bathroom Footwear| Perfect Flipflops For Daily Wear| Walking Sleepers Slides,4.1,Men,Flipkart,217,599,63.77,1290,191,714,256,146,63,111,1,217.0176953125
2205,Women Black Flats Sandal,3.9,Women,Flipkart,195,699,72.1,115,23,58,22,21,5,11,0,195.02101562500002
9341,Womens Printed Hawai Slippers (Pack Of 5) Flip Flops,3.9,Women,Flipkart,284,599,52.59,638,,,,,39,71,0,283.9858984375
3910,Perfect Stylish Girls Casual Shoes Sneakers For Women  (White),4.1,Women,Flipkart,349,999,65.07,878,127,469,188,114,43,73,1,348.950703125
